,Unnamed: 0,Carbohydrates,Energy,Energy (kCal),Fat,Fiber,Protein,Salt,Saturated fat,Sugars,barcode,name,origins,quantity,unit,Calcium,Omega-3 fatty acids,Polyunsaturated fatty acids,Sodium,Monounsaturated fatty acids,Vitamin A,Vitamin E (Tocopherol),Vitamin C (Ascorbic acid),Magnesium,Iron,Selenium,Vitamin B1 (Thiamin),Vitamin B2 (Riboflavin),Vitamin B3 (Niacin),Vitamin B6 (Pyridoxin),Vitamin D (Cholacalciferol),Vitamin K,Zinco,Polyols,Fructose,Glucose,Lactose,Saccharose,Folic acid,Biotin,Phosphorus,Vitamin B12 (Cobalamin),Vitamin B5 (Panthothenic acid),Cholesterol,Iodine,Provitamin A (β-carotene),Omega-6 fatty acids
10539,10539,49.0,2047.0,489.0,39.0,,9.0,0.05,16.0,40.0,7610008760009,Ragusa Noir,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10540,10540,,,,,,,,,,3076820450025,crespo Olives du Marché Grüne Oliven Entsteint Mit Chili Und Petersilie,,110.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10541,10541,67.0,1650.0,390.0,6.5,8.5,12.0,1.5,2.2,6.5,7311071330815,KRISPROLLS Wholegrain,,225.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10542,10542,1.5,1010.0,242.0,18.0,0.0,19.0,0.7,2.5,0.0,7610827891809,coop naturaplan Black Tiger,,,g,,,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10543,10543,14.0,770.0,183.0,7.0,0.5,16.0,1.4,1.0,1.0,7617100231185,Chicken Sticks Poulet,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10544,10544,77.0,1459.0,343.0,0.5,6.9,,0.07,0.1,46.0,4001686372548,Haribo Roulette,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10545,10545,70.0,1590.0,377.0,9.0,2.0,3.0,0.13,5.0,46.0,7617027945707,M Budget Schaumküsse,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10546,10546,2.9,485.0,118.0,9.8,,1.8,2.0,1.1,2.6,8001060017689,Saclà Italia Artischokenherzen,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10547,10547,78.0,1610.0,382.0,7.0,1.5,1.0,0.0,4.0,68.0,7616500651623,FREY DUNKLE SCHOKOLADE MIT ZUCKERFONDANT-FÜLLUNG,,506.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10548,10548,48.0,2230.0,535.0,34.0,1.5,5.0,0.17,20.0,46.0,7616500658769,FREY TRUFFES VANILLA-WHISKY,,170.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10549,10549,43.0,2320.0,558.0,38.0,8.0,7.0,0.05,23.0,40.0,7616500657922,Frey Suprème L'Encyclopédie de chocolat Assortierte Schokoladen,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10550,10550,89.0,1510.0,355.0,0.0,0.0,0.0,0.0,0.0,64.0,7610167656335,Bonherba Hustensirup,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10551,10551,25.0,660.0,158.0,4.0,0.5,3.0,3.0,0.5,15.0,7610849910038,Coop Betty Bossi Wok-Sauce,,230.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10552,10552,46.8,1405.0,334.0,11.8,3.9,8.3,0.75,3.8,18.6,8076809542753,Barilla Mulino Bianco Pan Goccioli,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10553,10553,14.0,532.0,127.0,5.0,4.0,4.5,0.83,3.0,1.8,7613269572343,Hirschfleish-tortellini an Pilzrahm-sauce,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10554,10554,50.0,2205.0,529.0,32.0,,6.2,0.31,20.0,48.0,3046920029674,Lindt EXCELLENCE À LA POINTE DE FLEUR DE SEL,,100.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10555,10555,95.0,1620.0,387.0,0.0,0.0,,0.01,70.0,,7610167617657,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10556,10556,12.8,2136.0,51.0,0.1,,0.2,,,,8600102164741,Nectar Family Blueberry,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10557,10557,59.0,2099.0,502.0,26.0,3.1,8.0,1.8,2.8,1.1,8413164007600,snatt's Mediterraner Snack Bread with garlic and parsley,,120.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10558,10558,44.0,1263.0,300.0,7.5,,13.0,1.9,3.0,5.0,8001665127578,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10559,10559,6.0,240.0,57.0,2.2,2.2,2.3,0.13,1.0,1.7,7613033574214,Nestle Pastinaken Kartoffeln Kalb,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10560,10560,10.0,699.0,168.0,9.5,3.0,9.0,1.3,3.8,2.0,8004030925021,"SIMMENTHAL Insalate di Pollo Farro e verdure dell'orto Petto di Pollo con carote, ceci e piselli",,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10561,10561,13.0,330.0,78.0,1.5,,2.5,0.09,0.9,13.0,7610900117550,,,390.0,ml,,,,,,,,,,,,,,,0.65,2.3,,,,,,,,308.0,,,1.15,,,,,
10562,10562,1.0,900.0,214.0,8.0,0.5,35.0,4.6,2.5,1.0,2129091004402,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10563,10563,52.0,2382.0,572.0,37.0,,6.7,0.25,15.0,49.0,7610400081832,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10564,10564,59.2,2140.0,511.0,25.3,,9.7,0.09,10.3,53.8,4011100015470,M&M's,,125.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10565,10565,55.0,1870.0,446.0,18.0,4.0,14.0,0.43,10.0,30.0,7613269185796,Farmer Soft Milch,,,g,800.0,,,,,266.0,4.0,26.0,,,,0.36,,,,1.7,,,,,,,,200.0,,,0.82,2.0,,,,
10566,10566,8.0,281.0,67.0,3.4,0.0,1.2,0.05,1.3,6.9,7613035155626,,,,g,57.0,0.07,0.6,20.0,1.1,78.0,1.1,12.0,6.5,0.68,1.8,0.08,0.16,0.56,0.05,0.9,5.5,0.69,,,,,,9.1,,24.0,,0.54,,13.7,,
10567,10567,22.0,661.0,157.0,6.0,0.5,3.5,0.16,5.0,21.0,7617400048803,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10568,10568,0.48,1700.0,439.0,47.2,,1.64,1.86,5.0,0.2,7640109670020,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10569,10569,,,,,,,,,,7640122630209,BIOSUISSE REYNALD PARMELIN ARTISAN-VIGNERON BEGNINS-SUISSE Cuvée Noble Rouge DOMAINE LA CAPITAINE,,750.0,ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10570,10570,13.8,252.0,59.0,0.1,0.8,0.4,0.05,0.0,9.3,4062300272712,Hipp Apfel Aprikose,,,g,,,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10571,10571,67.0,1899.0,455.0,21.0,4.0,6.0,0.4,14.0,0.5,4006952006929,Coppenrath Zucker-frei Butter Cookies,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10572,10572,40.0,1591.0,381.0,21.0,4.0,6.0,0.3,15.0,33.0,7613269626817,Kakaobiscuit mit Shokoladencrème,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10573,10573,47.0,2390.0,575.0,39.0,,,,22.0,45.0,7616500656161,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10574,10574,93.0,980.0,234.0,0.0,0.0,0.0,0.6,,0.5,7610167690513,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10575,10575,57.0,1016.0,239.0,0.2,3.4,0.7,0.0,0.0,57.0,3045320002645,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10576,10576,,,,,,,,,,8435336290283,cuida té ROOIBOS Dolce Vita,,100.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10577,10577,3.0,101.0,24.0,0.5,,0.5,2.4,0.0,2.5,7610161129101,Hugo Reitzel Würzige Cornichons Extrafein,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10578,10578,16.0,793.0,189.0,8.0,0.5,13.0,0.75,0.6,0.7,7613312010358,Pelican Fischstäbchen Dorsch,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10579,10579,98.0,980.0,234.0,0.0,0.0,0.0,0.0,0.0,0.5,7610167645018,"M-Classic Halsbonbons, zuckerfrei",,,g,,,,,,,,310.0,,,,,,,,,,,98.0,,,,,,,,,,,,,
10580,10580,22.0,889.0,212.0,9.0,1.5,10.0,1.2,1.5,2.0,7613269250944,AMERICAN Favorites CLUB SANDWICH,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10581,10581,13.0,813.0,195.0,12.0,,6.8,8.5,0.7,13.0,50824939,Unilever Colman's Of Norwich Original English Mustard,,100.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10582,10582,48.0,1100.0,261.0,1.5,3.5,12.0,1.5,0.5,3.0,7616700027341,Terrasuisse Ruchbrot,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10583,10583,48.5,2384.0,573.0,38.1,,7.4,0.19,21.8,47.1,4014400909180,Merci Petits Chocolate Collection ,,200.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10584,10584,29.0,1062.0,253.0,14.0,,4.2,0.16,8.5,26.0,8711200589272,BEN & JERRY'S  Blondie Brownie Core,,432.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10585,10585,8.6,280.0,67.0,2.8,0.8,1.5,0.06,0.7,6.8,7611471003211,,,,g,,,,,,65.0,1.1,15.0,,,,0.05,,0.45,,1.7,5.0,,,,,,,12.0,,,0.12,,,,,
10586,10586,3.0,70.0,16.0,0.0,0.6,0.5,0.91,0.0,1.0,7613269297215,Migros Bon Chef Gartengemüse,,,ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10587,10587,31.0,1215.0,290.0,16.0,,4.2,0.22,9.1,25.0,8712100857089,Ben & Jerry's Cookie Dough S'wich up,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10588,10588,49.0,2400.0,574.0,39.0,,6.0,,,,7613356126428,"Coop Pralinés aus Schweizer Schokolade, Assortiert",,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10589,10589,35.0,1173.0,279.0,11.0,,9.0,1.0,6.4,2.9,8001665702256,Giovanni Rana Rana Duetto,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10590,10590,29.0,730.0,175.0,4.5,,4.0,,,,7640146326058,Coop Berg Heidelbeerglace mit Jogurt,,460.0,ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10591,10591,67.0,2049.0,489.0,22.0,3.1,4.2,0.73,12.0,23.0,8008698005347,Schär Gluten Free Biscotti Con Cioccolato,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10592,10592,16.0,1025.0,246.0,16.0,1.0,9.0,1.0,8.0,2.5,7616700007633,,,280.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10593,10593,5.5,170.0,39.0,0.8,,2.5,0.15,0.5,5.5,7610900163533,Emmi Caffé Latte Macchiato Light,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10594,10594,5.1,1041.0,239.0,3.0,,48.0,2.2,1.4,0.7,4034167104727,,,25.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10595,10595,78.0,1480.0,350.0,2.1,1.2,4.2,0.08,0.5,60.0,3017760038409,LU LULU LA BARQUETTE FRAISE,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10596,10596,,,,,,,,,,7611091542732,Zwiebel-Confit,,110.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10597,10597,68.5,1806.0,428.0,10.0,2.0,15.0,0.25,3.8,36.0,7613033446108,Nestlé Baby Cereals Yogurt,,,g,400.0,,,100.0,,385.0,2.7,60.0,,8.5,,1.0,,,0.3,6.8,30.0,2.9,,,,,,35.0,25.0,,,,,30.0,,
10598,10598,65.0,1430.0,342.0,4.0,4.5,8.0,9.5,2.0,29.0,7613331601841,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10599,10599,9.0,387.0,93.0,5.0,,2.0,1.1,2.1,6.6,8001665703338,Giovanni Rana SAUCE TOMATE MIT MASCARPONE,,300.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10600,10600,46.0,2290.0,551.0,37.0,5.0,6.0,0.06,18.0,43.0,7616500605671,Frey Prestige Noir,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10601,10601,95.0,1058.0,254.0,1.1,,0.0,0.34,1.1,0.0,8410031915990, SMINT,,16.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10602,10602,37.0,906.0,215.0,6.0,0.5,3.0,0.33,4.0,25.0,7616700196092,MIGROS Royal-Torte,Switzerland,600.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10603,10603,21.0,932.0,223.0,12.0,1.5,7.0,1.0,5.0,3.0,7616700011630,M Classic Zwiebel-Chüechli,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10604,10604,61.0,2150.0,514.0,26.0,,9.0,0.65,16.0,32.0,7610062086084,Wernli Choco Petit Beurre,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10605,10605,49.7,2340.0,562.0,36.3,,7.4,0.17,18.8,47.9,4014400921892,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10606,10606,59.0,2099.0,502.0,25.0,4.0,8.0,0.11,7.0,38.0,7617400033700,Gebäcke,,380.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10607,10607,65.0,1692.0,402.0,12.0,4.7,6.2,0.01,7.9,41.0,42242697,Alnatura Bio Lebknuchen Herzen Mit Kirschfüllung,,125.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10608,10608,16.0,792.0,189.0,7.0,0.8,15.0,1.3,0.7,1.5,7617027826204,Action Poulet Nuggets,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10609,10609,57.0,2270.0,543.0,31.0,4.0,7.0,0.2,18.0,54.0,7613356159785,coop Qualité & Prix Café Croquant SWISS MADE,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10610,10610,,,,,,,,,,8423504000116,Priorat Ònix Clàssic 2014,,750.0,ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10611,10611,,,,,,,,,,7617014161530,Café Royal : Lungo,Switzerland,53.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10612,10612,10.0,415.0,100.0,5.0,2.6,2.0,0.77,2.0,3.5,8410076420268,Pancho Villa Guacamole Style Medium,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10613,10613,17.0,620.0,148.0,4.5,1.5,9.0,1.2,0.5,2.5,7613356147096,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10614,10614,30.0,897.0,213.0,6.5,,8.1,1.2,4.0,5.6,4001724015819,Dr. Oetker Casa di Mama,,410.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10615,10615,17.0,580.0,139.0,6.0,0.5,4.0,0.1,3.5,16.0,7613331582379,,,230.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10616,10616,,1460.0,349.0,,,,,,,7610827986642,Coop Sauce Kräuter,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10617,10617,20.0,891.0,212.0,9.5,,11.0,0.82,4.0,3.0,8001665117036,Giovanni Rana Lasagne alla bolognese,,350.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10618,10618,41.7,2270.0,546.0,36.0,12.5,7.7,0.02,17.3,36.4,7613034540836,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10619,10619,67.0,1541.0,365.0,7.0,3.0,7.0,0.05,1.5,40.0,7616700002201,SCHWEIZER TRADITIONSGEBACK ORIGINAL ST.GALLER BIBERLI,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10620,10620,0.1,1590.0,383.0,31.0,0.0,26.0,1.3,20.0,0.1,7610200279934,Käsekuchen-Mischung,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10621,10621,4.0,303.0,72.0,5.6,0.5,1.2,1.5,1.8,1.2,76111068,Knorr Bratensauce,,150.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10622,10622,0.5,850.0,203.0,14.0,,19.0,1.8,6.0,0.5,7610092982011,Bell Salsiccia Kalb,,200.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10623,10623,1.5,1010.0,242.0,18.0,0.0,19.0,0.5,11.0,1.5,7610807040470,Coop naturaplan Mozzarelline,,145.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10624,10624,7.0,118.0,28.0,0.0,0.0,0.5,0.01,0.0,7.0,7613269294993,,,,g,,,,,,,,30.0,,,,,,,,,,,,,,,,,,,,,,,,
10625,10625,,,,,,,,,,7610809013403,Coop Qualité & Prix Schwarztee,,100.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10626,10626,,,93.0,,,,,,,7617027140577,,,,g,138.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10627,10627,,,,,,,,,,7611519124212,ST SAPHORIN L'EGLISE LOUIS BOVARD 2014 CULLY,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10628,10628,85.0,1450.0,347.0,0.0,0.0,0.0,0.03,,85.0,7610848029342,Coop Qualité & Prix Holunderblütensirup,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10629,10629,52.0,2390.0,572.0,37.0,2.0,7.0,0.2,19.0,46.0,7613331344984,coop Qualité & Prix BRANCHE CLASSIC MILCHSCHOKOLADE,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10630,10630,7.0,770.0,185.0,12.0,0.5,12.0,1.7,8.0,0.5,7613269292869,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10631,10631,10.0,221.0,52.0,0.2,1.5,0.9,1.8,0.1,9.8,40804279,Kühne Knoblauchgurken,,670.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10632,10632,11.0,196.0,46.0,0.0,0.5,0.5,0.05,,11.0,7613269260707,Ananas,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10633,10633,58.0,2002.0,478.0,22.0,5.5,9.3,0.1,13.0,24.0,4104420057500,Alnatura Dinkel Schoko Minis,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10634,10634,62.0,1770.0,423.0,12.0,8.0,12.0,2.1,1.0,1.5,7610848689843,Coop Qualité & Prix cracker Mehrkorn,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10635,10635,72.0,950.0,227.0,0.5,7.0,10.0,0.1,0.0,0.5,7610167690117,Salbisan Halspastillen,,110.0,g,,,,,,,,,,,,,,,,,,,72.0,,,,,,,,,,,,,
10636,10636,50.0,1020.0,244.0,0.0,,0.0,,,,7613331256256,coop CONDIMENTO BIANCO BARRICATO Condimento aus dem Eichenfass FINE FOOD,,250.0,ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10637,10637,15.0,280.0,65.0,0.5,1.5,0.5,,0.0,14.0,7610200100146,M-Budget Fruchtcocktail in Sirup,,,g,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10638,10638,0.0,1230.0,294.0,24.0,0.0,20.0,3.8,14.0,0.0,7610800967859,Coop Schmelzkäse,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10639,10639,4.9,240.0,57.0,2.7,0.0,3.2,,,,7610818042777,COOP naturaplan Drink,,,g,120.0,,,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10640,10640,61.0,970.0,232.0,0.0,,15.0,0.2,0.0,0.0,7613331672841,Dr. Watson's Pastilles Holunderblüten,,,g,,,,,,,,240.0,,,,,,,,,,,,,,,,,,,,,,,,
10641,10641,56.0,2080.0,499.0,27.0,,7.0,103.0,11.0,34.0,7610403061701,,,200.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10642,10642,48.0,1460.0,349.0,11.0,,14.0,,,,7610829973244,,,450.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10643,10643,47.0,1413.0,337.0,14.0,,,,9.3,,8712100860263,,,,ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10644,10644,55.2,2217.0,531.0,31.0,2.6,6.5,0.77,13.5,29.6,0039047005440,,,150.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10645,10645,23.0,1093.0,262.0,14.0,,9.3,1.2,3.4,2.9,4001724819301,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10646,10646,4.0,780.0,185.0,9.0,0.0,22.0,3.3,5.0,4.0,7610200248503,MIGROS : Léger classic,Switzerland,200.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10647,10647,57.0,2242.0,537.0,31.0,0.0,6.5,0.23,20.0,56.0,7610400064019,Lindt SWISS PREMIUM CHOCOLATE,,256.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10648,10648,6.0,2127.0,517.0,54.0,0.6,1.0,2.6,29.0,2.5,7617027762793,CHEF METZGER Crème de Paris,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10649,10649,47.0,1980.0,475.0,28.0,3.5,7.0,0.5,11.0,37.0,7616700019971,AMERICAN Favorites BROWNIES,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10650,10650,60.0,1470.0,348.0,3.5,8.0,15.0,0.1,0.5,2.0,7613312087077,Migros Bio Quinoa Mix,,250.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10651,10651,,,,,,,,,,3013010211981,CAFÉ DE PARIS Blancs de Fruits Mangue,,750.0,ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10652,10652,22.0,661.0,157.0,6.0,0.5,3.5,0.16,5.0,21.0,7617400048797,Lilibiggs Tobi Vanilla and chocolate flavored ice cream,,640.0,ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10653,10653,52.0,2113.0,507.0,29.0,6.8,6.0,1.0,3.7,1.2,4104420139909,ALNATURA CHIPS,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10654,10654,57.0,1700.0,404.0,14.0,8.0,9.0,0.0,3.0,28.0,7613269187578,Bio aha! Farmer Junior Aprikose-Apfel,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10655,10655,25.0,2510.0,607.0,49.0,13.0,10.0,0.02,30.0,19.0,7613269196389,MIGROS SÉLECTION TRINIDAD 80% CACAO,,80.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10656,10656,,,,,,,,,,7613312004890,Condy Essig Kräuter,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10657,10657,44.0,2522.0,606.0,42.0,,11.0,0.17,17.0,39.0,7610400066198,Lindt Les Grandes Weisse Schokolade mit Mandeln,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10658,10658,,,,,,,,,,8717853491603,Shotimaa Détente Du Soir Vanille Chai Infusion Aux Herbes Et Aux Épices,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10659,10659,29.0,1123.0,268.0,12.0,2.0,10.0,1.9,3.0,3.5,7613269250821,Fleischkäse Sandwich,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10660,10660,47.1,1209.0,287.0,4.8,12.5,7.7,15.9,0.6,20.9,7613034632432,Maggi IDEE für Zart & Saftig Poulet Kräuter-Zitrone,,29.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10661,10661,58.0,1000.0,239.0,0.0,,0.5,,,,7610849101825,Coop Naturaplan Konfitüre extra Kirschen,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10662,10662,14.9,330.0,78.0,1.3,0.4,1.5,0.05,0.8,9.9,4062300084056,Hipp Früchte-Duett Joghurt auf Früchten,,,g,,,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10663,10663,59.0,2190.0,524.0,28.0,1.5,8.0,1.4,21.0,15.0,7613331265807,Betty Bossi Butterblätterteigmuscheln,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10664,10664,4.0,670.0,160.0,15.0,0.0,3.0,,9.0,0.6,7610827892745,COOP Prix Garantie Kaffeerahm,,500.0,ml,,,,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10665,10665,1.0,403.0,95.0,1.0,0.5,21.0,1.4,0.5,0.5,7613269181057,Pouletbrustschnitzel mariniert,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10666,10666,95.0,1620.0,388.0,0.0,1.0,0.0,,0.0,95.0,7610848065050,Coop Ice Tea peach ,,800.0,g,,,,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10667,10667,50.0,2336.0,561.0,36.0,,7.8,0.19,17.0,48.0,7610400013864,Lindt SWISS PREMIUM CHOCOLATE Swiss Milk Hazelnut,,300.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10668,10668,6.0,130.0,31.0,0.5,0.0,0.5,1.7,0.0,6.0,7610161121181,Hugo Reitzel Tante Anita Gurken,,1600.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10669,10669,3.5,365.0,88.0,7.0,1.5,2.0,1.1,1.0,0.5,7616800833293,M Classic Pilzgericht,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10670,10670,0.1,1387.0,334.0,26.0,,24.0,1.8,15.6,0.1,7610900028054,"Emmi Chäs Schiibe, cremig-fein",,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10671,10671,55.0,1160.0,278.0,1.5,,10.0,,,,7611654686316,COOP Ficelle FAIT MAISON,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10672,10672,9.0,170.0,41.0,0.0,0.0,1.0,,0.0,8.0,7610809057094,coop naturaplan Randensaft,,,ml,,,,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10673,10673,61.0,2240.0,536.0,30.0,,5.0,0.0,18.0,61.0,7640107061219,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10674,10674,,,,,,,,,,7613032788636,Nestlé Bébé Poudre de céréales vanille,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10675,10675,75.0,1625.0,384.0,3.9,5.5,9.5,0.5,1.4,0.5,4104420139565,Alnatura – Mais Amaranth Waffeln mit Reis & Leinsamen,,115.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
