,Carbohydrates,Energy,Energy (kCal),Fat,Fiber,Protein,Salt,Saturated fat,Sugars,barcode,name,origins,quantity,unit,Calcium,Omega-3 fatty acids,Polyunsaturated fatty acids,Sodium,Monounsaturated fatty acids,Vitamin A,Vitamin C (Ascorbic acid),Iron,Selenium,Vitamin B1 (Thiamin),Vitamin B2 (Riboflavin),Vitamin B3 (Niacin),Vitamin B6 (Pyridoxin),Vitamin D (Cholacalciferol),Vitamin E (Tocopherol),Vitamin K,Zinco,Polyols,Fructose,Glucose,Lactose,Saccharose,Folic acid,Biotin,Vitamin B12 (Cobalamin),Vitamin B5 (Panthothenic acid),Cholesterol,Phosphorus,Magnesium,Iodine,Provitamin A (β-carotene),Omega-6 fatty acids,Sulfate,Nitrate,Silica
139,25.0,1240.0,297.0,18.0,2.0,8.0,1.4,8.0,2.0,7613331014313,coop Qualité & Prix Schinkengipfeli,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,,,,,,,,,,3760076001376,Fabrication Artisanale Chocolinette San Lait Sans Gluten,,220.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,16.0,298.0,70.0,0.2,1.3,0.5,0.01,,14.6,7613035032422,"Nestle NaturNes Banane, Apfel",,90.0,g,,,,,,,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,56.0,2370.0,569.0,36.0,2.5,3.0,0.08,7.0,55.0,7610029012750,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,51.38,1777.0,425.0,21.3,2.3,6.8,0.55,4.97,30.3,7610357000290,,,350.0,g,,,0.0,,4.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,63.0,2070.0,495.0,22.0,4.0,9.0,0.4,9.0,29.0,7610848133506,Coop naturaplan Biscuit Mischung,,300.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,,,,,,,,,,7610029157130,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,,,,,,,,,,7610029177527,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,,,,,,,,,,9005300009556,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,69.5,720.0,173.0,0.2,,0.1,0.0,0.0,0.3,7622210610225,Stimorol cinnamon flavour 7 packs in 1,['Poland'],98.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,0.0,1.0,0.2,0.0,,0.0,0.02,0.0,0.0,5449000195906,Coca Cola Zero,,1000.0,ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,,,,,,,,,,5411681014005,Duvel BELGIAN GOLDEN ALE,,330.0,ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,17.0,1204.0,289.0,19.0,1.0,12.0,1.1,9.0,2.5,7613312025703,MClassic Schinken-Strudel ,,840.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,,,,,,,,,,7617014156239,Delizio Espresso Caramello,,72.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,67.0,2005.0,478.0,19.0,,8.2,0.44,15.0,26.0,7614800120009,Kambly BRETZELI,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,4.5,122.0,29.0,0.5,1.5,0.9,2.2,,2.5,7613269303176,CONDY Silberzwiebeln,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,0.7,897.0,216.0,16.0,0.5,17.0,1.0,5.0,0.5,7613312139400,The Frozen Butcher Chicken Burger ,,250.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,,,,,,,,,,8000795012327,Fonte Tavina Sparkling,,1500.0,ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,72.0,1521.0,350.0,1.5,,13.0,0.01,0.5,2.5,8001200024102,Agnesi Le Cravattine N.60 Fine Quality Pasta,['Italy'],500.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,45.0,2480.0,597.0,42.0,1.5,9.0,0.22,22.0,43.0,7616500020139,Frey Giandor Blanc,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,,,,,,,,,,8001929733460,Blu Blusecco Rosé,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,95.0,1620.0,388.0,0.0,0.0,0.0,,0.0,95.0,7610818568963,Coop Prix Garantie Ice Tea Classic,,1500.0,g,,,,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,13.0,310.0,73.0,1.0,,2.5,0.08,0.6,13.0,7610900017904,Emmi Drink pur Framboise 100% pur - ohne Zusatzstoffe,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,68.0,1520.0,364.0,2.0,4.0,15.0,0.1,0.6,3.0,7610801001064,Coop JAMADU Suppenbuchstaben,,500.0,g,,,,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,12.0,214.0,51.0,0.1,0.2,0.3,0.0,0.0,12.0,3608580002628,Ananas pressés,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,4.9,270.0,65.0,8.8,0.0,3.2,0.05,2.1,4.9,7610848300632,Coop Qualité & Prix Vollmilch UHT,,1000.0,ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,48.0,860.0,202.0,0.5,,0.5,,,,7610029028157,,,450.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,,,,,,,,,,7610849275083,Coop Qualité&Prix Erdnüsse ,,500.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,15.0,430.0,101.0,3.0,0.5,3.5,0.1,1.8,14.0,7613269476368,M-Classic Coffee Joghurt,,125.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,98.0,1666.0,392.0,0.0,0.0,0.0,0.0,,91.0,7610597012121,JOLLY DESSERT SILBERPERLEN,,30.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,10.1,177.0,42.0,0.0,,0.0,0.0,0.0,10.1,7610238300037,,,,g,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,9.0,180.0,43.0,0.5,0.2,0.7,0.5,0.5,9.0,7610029132014,,,1000.0,ml,,,,,,,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,0.5,410.0,98.0,10.0,0.0,1.0,,,,7610848360568,Coop Grüne Oliven,,205.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,14.0,261.0,62.0,0.5,0.5,0.9,0.04,0.5,9.0,7618500942633,Migos Bio Biotta Frühstücksgetränk,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,72.0,1521.0,359.0,1.5,,13.0,0.01,0.5,2.5,8001200030929,Agnesi Le Linguine N.10 Durum wheat semolina pasta,,500.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,,,,,,,,,,20357276,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,11.0,280.0,68.0,2.5,0.5,0.5,0.0,0.5,2.0,7613269588375,Migros Bio Reisdrink ohne Milch,,500.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,11.0,360.0,84.0,0.2,,9.0,0.1,0.1,11.0,5690527901000,Icelandic Skyr Erdbeere,,170.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,50.0,1516.0,362.0,16.0,,4.3,0.73,7.2,31.0,7610089004993,Dr.Oetker : Zitronen Cake,,485.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,,,,,,,,,,7613269325352,actilife Best Age 50+,,13.5,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,,,,,,,,,,7613312070970,Namaste India RAITA DIP Joghurt-Kaltsauce mit Gewürzen,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,,,,,,,,,,7611654637974,Les Liserons Gamay Rosé Vin De Pays Romand 2015,,750.0,ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,60.0,1040.0,245.0,0.0,1.5,0.5,0.03,,57.0,7616800101361,MIGROS Marmelade Bitterorangen,,500.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,21.0,450.0,106.0,0.5,2.0,4.5,0.5,0.0,21.0,8002510300207,Doppio Longobardi Tomatenmark Zweifach Konzentriert,,440.0,g,,,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,10.0,188.0,44.0,0.1,1.3,0.2,0.0,,10.0,3608580007845,Birnensaft,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,61.0,2102.0,503.0,24.8,,7.0,0.66,11.1,44.6,5000159474856,Balisto yoberry goût fruits des bois,,148.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,,,,,,,,,,7616700232820,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,17.0,457.0,108.0,3.0,0.7,3.0,2.0,0.0,4.0,7613312015162,Condy Knoblauch,,225.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,21.0,595.0,142.0,4.5,,3.5,,,,7613269305248,Anna's BEST Birchermüesli Classic,,300.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,1.0,648.0,155.0,11.0,,13.0,,,,7610871119508,10 Schweizer Wachtel-Eier aus Bodenhaltung,['Switzerland'],,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,53.9,2413.0,579.0,36.2,,8.8,0.31,24.1,53.6,4008400510125,Kinder Überraschung,,75.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,22.0,613.0,146.0,5.0,2.5,2.0,0.0,2.5,0.5,7616800818320,Pommes frites - Für Backofen und Fritteuse geeignet,,3000.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,0.0,3370.0,819.0,91.0,0.0,0.0,0.0,65.0,0.0,7610200323712,Migros Bio Griechisches Olivenöl,,,ml,,,5.0,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,,
192,,,,,,,,,,8013355999662,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,,,,,,,,,,7610491060662,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,,,,,,,,,,0070177095949,Twinings Golden Caramel Rooibos,,37.5,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,19.0,2413.0,584.0,46.0,,12.5,0.02,,11.0,3046920022606,Lindt Excellence 85% Cacao Noir Puissant,,100.0,g,,,,,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,71.0,1422.0,335.0,23.0,,46.0,1.0,0.6,43.0,3033610030119,Labeyrie Pain Spécial Foie Gras D'épices Finement Poivré,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,4.0,110.0,26.0,0.0,1.5,1.5,0.1,,4.0,7610809036303,COOP NATURAPLAN Passata di Pomodoro,,700.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,74.0,1540.0,,,3.0,12.0,,0.5,2.5,7610829207165,coop Hartweizen-Teigwaren mit Zitronen,,250.0,g,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,16.0,440.0,103.0,2.8,0.5,3.5,0.1,1.7,15.0,7616600708944,Migros aha Joghurt Mokka,,150.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,40.0,709.0,167.0,0.0,1.5,2.0,2.4,,38.0,7617027768535,Migi's Barbecue Marinade,,290.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,58.0,1039.0,245.0,0.5,1.7,0.9,0.01,0.1,51.0,3045320002942,Bonne Maman Kastanien mit Vanille,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,7.6,846.0,205.0,18.6,,1.9,,,,3253330812011,Bruschetta mascarpone tomates artichauts,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,51.0,1788.0,428.0,22.0,,5.6,0.45,3.1,26.0,3660140823951,Brossard Savane Schokoladenmarmorkuchen,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,0.01,3690.0,898.0,99.8,0.0,0.1,0.0,59.9,0.1,7617300720809,MIGROS BRATBUTTER,,450.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,2.0,990.0,227.0,18.0,,17.0,,,,7610846839202,Coop Qualité & Prix Mozzarella Stange,,300.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,5.0,3110.0,754.0,76.0,9.0,8.0,0.0,12.0,4.5,7613312022795,Sun Queen Macadamianüsse,,150.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,50.0,2236.0,536.0,32.0,4.0,10.0,0.15,11.0,41.0,7617400034974,Créa d'Or MANDELPLÄTZLI,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,2.5,827.0,198.0,12.0,,20.0,1.4,3.1,1.2,3230890016806,Maître CoQ's CoQ'Ailes Mexicain,,250.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,50.1,1860.0,444.0,19.7,4.3,14.3,4.4,,11.0,7610100017810,Maggi Quick Lunch Kartoffelstock mit Fleischkügeli,,51.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,7.7,132.0,31.0,0.1,,0.1,,,,7640114940187,Coice Cannabis Ice Tea,,,ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,,,,,,,,,,5000357105262,Fisherman's Friend Cherry,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,,,,,,,,,,20139865,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,,,,,,,,,,8410415580776,Pata Negra Oro Tempranillo 2013,,750.0,ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,,,,,8.6,10.0,0.05,,43.0,42305552,ALNAVIT Grünling Bio Superriegel,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,95.0,1620.0,388.0,0.0,0.0,0.0,,0.0,95.0,7610800024989,Coop Ice Tea classic,,80.0,g,,,,0.06,,,113.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,,,,,,,,,,20624477,Navarre Sucre En Poudre,,1000.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,,,,,,,,,,7611100131070,Coop naturaplan Brodo di Verdura,,200.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,23.0,613.0,146.0,3.5,3.0,4.0,0.15,2.5,21.0,7613312029077,Frozen Yo Nature,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,11.0,226.0,53.0,0.5,0.8,0.8,1.5,,10.0,7617027853101,CONDY Süss-sauer Gurkenscheiben mit Dill,,350.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,58.0,1010.0,238.0,0.0,,1.0,0.0,,57.0,7640109230316,Ottiger Orangenmarmelade,,250.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,10.0,170.0,41.0,0.0,0.0,0.0,0.0,,10.0,7610097144186,Migros Passaia mit Saft der Passionfrucht,,1500.0,ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,82.0,1176.0,283.0,8.0,0.0,3.5,0.03,5.0,0.0,7613269347477,Smams Sugarfree Mint,,,g,,,,,,,,,,,,,,,,,,82.0,,,,,,,,,,,,,,,,,
223,8.2,291.0,70.0,2.9,,2.2,0.28,0.5,1.3,4062300264977,Hipp Spaghetti bolognese,,,g,,0.15,0.7,0.11,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,,,,,,,,,,76129124,FELDSCHLÖSSCHEN BRAUFRISCH,,500.0,ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,,,,,,,,,,7640109170674,MIGROS De la région VINAIGRE DE POMME A LA RAISINÉE,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,6.2,265.0,63.0,2.7,1.5,2.8,0.08,0.4,1.8,4104420146846,Alnatura Gemüsereis mit Huhn,,,g,,,,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,12.0,2370.0,572.0,46.0,7.0,24.0,1.9,6.0,3.0,7610095219909,ZWEIFEL PISTAZIEN Paprika,,100.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,1.0,961.0,231.0,17.0,,18.5,0.75,11.8,0.5,8000430132267,Mozzarella 20 Mini,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,80.0,1370.0,328.0,0.0,0.0,0.5,,0.0,74.0,7610800016885,Coop Qualite & Prix Waldhonig,,500.0,g,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,0.0,1640.0,395.0,31.0,,29.0,0.0,20.0,0.0,2813850003163,Emmentaler Switzerland ,,316.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,,,,,,,,,,2099401072028,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,10.5,180.0,42.0,0.0,0.0,0.5,0.03,0.0,10.5,3257981934269,Cora Cola,,330.0,ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,49.7,1829.0,438.0,23.7,,5.4,0.68,10.4,31.8,20139780,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,,,,,,,,,,3299341169010,Beyer Confiture Extra  Pêches de vigne,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,,,,,,,,,,80096221,Torrone Il Tenero Sebaste,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,,,,,,,,,,7613269780014,,,180.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,,,,,,,,,,7613031098330,,,2024.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,89.0,1620.0,382.0,3.0,0.0,0.9,0.22,1.5,62.0,7613269296058,Prima Mocca Gefüllte Bonbons mit Moccageschmack,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,48.0,1605.0,383.0,17.0,3.0,8.0,0.43,10.0,23.0,8005190402636,maina PANETTONE Tiramisù Il Golosone,,750.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,,,,,,,,,,7613269176114,Migros Perldor Classic Weisser Traubensaft,,750.0,ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,,,,,,,,,,7613312067338,Migros Caruso Gusto Italiano Oro - Löslicher Kaffee,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,22.2,627.0,149.0,5.8,,1.8,,,,7610026426536,Frisco Extrême Strawberry,,145.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,97.0,990.0,235.0,0.0,,0.0,0.0,0.0,0.0,7610700626047,Ricola Mixed Berry,,50.0,g,,,,,,,60.0,,,,,,,,,,,96.0,,,,,,,,,,,,,,,,,
244,0.5,785.0,188.0,10.0,0.0,24.0,0.88,2.0,0.5,7610200027061,M Classic : Makrelenfilets,,90.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,,,,,,,,,,24081351,Knusperone Fit & crunch,,425.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,4.5,141.0,34.0,0.5,1.5,2.0,2.1,0.5,3.0,7617027853125,Condy Mixed Pickles,,380.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,10.0,171.0,40.0,0.5,0.5,0.5,0.0,0.5,9.0,7616800202617,Actilife Breakfast,,1000.0,ml,,,,,,,12.0,,,,,,,,1.8,,,,,,,,,,,,,,,,,,,,
248,,,,1.5,,,,,0.2,49645309,KIKKOMAN Naturally brewed Soy Sauce,,100.0,ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,5.0,180.0,43.0,2.0,0.5,1.0,0.05,0.7,1.5,7613269188292,Noblesse Café Au Lait,,,ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,10.0,270.0,63.0,1.2,,3.0,0.15,0.7,10.0,7610900138906,Emmi : Caffè Latte : Cappuccino,['Schweiz'],230.0,ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,,,,,,,,,,3023290634578,Nestlé Le Yaourt A La Grecque ,,150.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,,,,,,,,,,3222476407115,Casino Bio Mini Crackers ,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,,,,,,,,,,4038581000177,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,,,,,,,,,,7610029111910,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,11.9,522.0,125.0,6.4,0.0,4.1,0.04,3.7,11.8,7613196010192,Nestlé JOGHURT NACH GRIECHISCHER ART VANILLE,,,g,,,,,,,,,,,,,,,,,,,0.0,0.0,3.8,8.0,,,,,,,,,,,,,
256,58.0,1140.0,273.0,0.5,10.0,3.0,0.05,0.0,47.0,7610849249145,Coop naturaplan Feigen getrocknet,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,79.9,1655.0,391.0,3.6,3.4,8.0,0.3,0.6,0.9,4104420052109,ALNATURA Reis Waffeln glutenfrei,,100.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,38.0,660.0,158.0,,1.0,0.5,,,37.0,7610818074938,coop WeightWatchers ERDBEEREN,,305.0,g,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259,,,,,,,,,,7610057002150,RAMSEIER Suure Moscht,,1500.0,ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260,,,,,,,,,,5010677850100,Grey Goose Vodka,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
261,3.0,250.0,60.0,4.5,0.5,1.5,0.06,0.5,2.5,7613356374577,Karma Bio Mandeldrink Natur,"['Paraguay', 'Argentina', 'Spain', 'Italy']",1000.0,ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,62.0,1072.0,257.0,0.8,2.3,1.0,0.01,0.01,49.0,3492390015677,ST. DALFOUR Rhapsodie de Kastanien,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263,8.0,104.0,32.0,0.5,0.0,0.0,0.1,0.0,8.0,7616800204154,Bischofszell Ice Tea Zitrone,,1000.0,ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264,13.0,377.0,90.0,2.5,0.5,3.5,0.05,0.5,10.0,7610200424747,Migros Bio Soja Line Soyog Birchermüesli,,150.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265,31.0,598.0,141.0,0.5,0.5,3.5,9.5,0.5,25.0,7617027734868,Chop Stick Oyster Sauce,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266,92.0,1635.0,390.0,0.0,0.0,5.0,0.0,0.0,92.0,7610032001017,,,100.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
267,56.0,1736.0,414.0,18.0,0.3,7.0,0.6,4.0,25.0,9005300006517,,,160.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268,,,,,,,,,,42211969,Weigley's Airwaves cool cassis,,14.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
269,49.6,2180.0,523.0,21.8,,5.4,0.01,19.1,47.1,20005832,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270,65.2,2046.0,488.0,21.8,,6.5,0.17,13.2,31.8,20349189,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
271,49.4,1071.0,253.0,1.6,3.0,8.7,1.1,0.3,2.6,20426248,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272,45.0,2140.0,,30.0,,12.0,,,,7613331802668,Karma Cashew Chia,,40.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
273,,,,,,,,,,7610057019608,Jus de raisin,,1000.0,ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274,,,,,,,,,,80114024,Birra Moretti,,330.0,ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
275,,,,,,,,,,5000159477574,M&m's,,500.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,,,,,,,,,,7611900015297,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
277,0.0,1.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,7617500192307,"M Budget Limonade mit Cola-Aroma,  coffeinhaltig",,,ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
278,78.0,1610.0,382.0,7.0,1.5,1.0,0.0,4.0,68.0,7616500651609,Frey Dunkle Schokolade Mit Zuckerfondant-füllung,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
279,51.0,1062.0,250.0,0.7,2.0,9.0,1.0,0.5,2.0,7616700200676,Migros Pita,,500.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280,1.5,54.0,13.0,0.5,1.5,0.8,0.9,0.5,1.5,7610200047526,M Classic Spargelspitzen,,205.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281,67.7,1817.0,432.0,12.6,6.3,8.8,0.25,5.2,12.8,4104420018983,ALNATURA : Dinkel Hafer Crunchy,['Germany'],375.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
282,40.0,1280.0,305.0,12.0,0.0,8.1,1.4,8.1,2.3,4034900036810,Farmland Baguette pre baked with garlic butter,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,51.0,2310.0,555.0,35.0,2.0,8.0,0.25,20.0,49.0,76165085,Frey Extra feine Milchscokolade,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
284,98.0,1670.0,392.0,0.1,,0.0,0.2,0.1,95.7,7612100026823,Dawa : Caramelköpfli,['Schweiz'],208.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
285,20.0,1049.0,252.0,17.0,1.5,4.0,1.2,7.0,2.5,7616700008753,M Classic Champignons-Chüechli,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
286,,,,,,,,,,22037282,100 % ARABICA EXQUISITO STÄRKEGRAD ,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
