,Carbohydrates,Energy,Energy (kCal),Fat,Fiber,Protein,Salt,Saturated fat,Sugars,id,name,origins,quantity,unit,Calcium,Omega-3 fatty acids,Polyunsaturated fatty acids,Sodium,Monounsaturated fatty acids,Vitamin A,Vitamin C (Ascorbic acid),Iron,Selenium,Vitamin B1 (Thiamin),Vitamin B2 (Riboflavin),Vitamin B3 (Niacin),Vitamin B6 (Pyridoxin),Vitamin D (Cholacalciferol),Vitamin E (Tocopherol),Vitamin K,Zinco,Polyols,Fructose,Glucose,Lactose,Saccharose,Folic acid,Biotin,Vitamin B12 (Cobalamin),Vitamin B5 (Panthothenic acid),Cholesterol,Phosphorus,Magnesium,Iodine,Provitamin A (β-carotene),Omega-6 fatty acids,Sulfate,Nitrate,Silica
143,,,,,,,,,,9150,Duvel BELGIAN GOLDEN ALE,,330.0,ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,17.0,1204.0,289.0,19.0,1.0,12.0,1.1,9.0,2.5,20505,MClassic Schinken-Strudel ,,840.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,,,,,,,,,,11675,Delizio Espresso Caramello,,72.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,49.7,1829.0,438.0,23.7,,5.4,0.68,10.4,31.8,17994,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,45.0,2480.0,597.0,42.0,1.5,9.0,0.22,22.0,43.0,11415,Frey Giandor Blanc,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,,,,,,,,,,9284,Blu Blusecco Rosé,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,95.0,1620.0,388.0,0.0,0.0,0.0,,0.0,95.0,5967,Coop Prix Garantie Ice Tea Classic,,1500.0,g,,,,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,13.0,310.0,73.0,1.0,,2.5,0.08,0.6,13.0,6612,Emmi Drink pur Framboise 100% pur - ohne Zusatzstoffe,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,68.0,1520.0,364.0,2.0,4.0,15.0,0.1,0.6,3.0,3326,Coop JAMADU Suppenbuchstaben,,500.0,g,,,,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,12.0,214.0,51.0,0.1,0.2,0.3,0.0,0.0,12.0,12657,Ananas pressés,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,48.0,860.0,202.0,0.5,,0.5,,,,16018,,,450.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,,,,,,,,,,15749,Coop Qualité&Prix Erdnüsse ,,500.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,15.0,430.0,101.0,3.0,0.5,3.5,0.1,1.8,14.0,15741,M-Classic Coffee Joghurt,,125.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,98.0,1666.0,392.0,0.0,0.0,0.0,0.0,,91.0,13417,JOLLY DESSERT SILBERPERLEN,,30.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,10.1,177.0,42.0,0.0,,0.0,0.0,0.0,10.1,15999,,,,g,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,9.0,180.0,43.0,0.5,0.2,0.7,0.5,0.5,9.0,15995,,,1000.0,ml,,,,,,,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,0.5,410.0,98.0,10.0,0.0,1.0,,,,3779,Coop Grüne Oliven,,205.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,14.0,261.0,62.0,0.5,0.5,0.9,0.04,0.5,9.0,10275,Migos Bio Biotta Frühstücksgetränk,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,72.0,1521.0,359.0,1.5,,13.0,0.01,0.5,2.5,10540,Agnesi Le Linguine N.10 Durum wheat semolina pasta,,500.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,,,,,,,,,,17991,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,11.0,280.0,68.0,2.5,0.5,0.5,0.0,0.5,2.0,1498,Migros Bio Reisdrink ohne Milch,,500.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,11.0,360.0,84.0,0.2,,9.0,0.1,0.1,11.0,6677,Icelandic Skyr Erdbeere,,170.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,0.5,358.0,85.0,0.9,0.0,19.0,0.16,0.5,0.5,20501,Pelican Eglifilets ,,300.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,65.0,2044.0,488.0,22.0,,5.6,0.88,13.0,37.0,18121,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,50.0,1516.0,362.0,16.0,,4.3,0.73,7.2,31.0,1863,Dr.Oetker : Zitronen Cake,,485.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,,,,,,,,,,10820,actilife Best Age 50+,,13.5,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,,,,,,,,,,10134,Namaste India RAITA DIP Joghurt-Kaltsauce mit Gewürzen,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,,,,,,,,,,8629,Les Liserons Gamay Rosé Vin De Pays Romand 2015,,750.0,ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,60.0,1040.0,245.0,0.0,1.5,0.5,0.03,,57.0,12385,MIGROS Marmelade Bitterorangen,,500.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,21.0,450.0,106.0,0.5,2.0,4.5,0.5,0.0,21.0,10653,Doppio Longobardi Tomatenmark Zweifach Konzentriert,,440.0,g,,,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,10.0,188.0,44.0,0.1,1.3,0.2,0.0,,10.0,12675,Birnensaft,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,61.0,2102.0,503.0,24.8,,7.0,0.66,11.1,44.6,2644,Balisto yoberry goût fruits des bois,,148.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,,,,,,,,,,16019,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,17.0,457.0,108.0,3.0,0.7,3.0,2.0,0.0,4.0,10355,Condy Knoblauch,,225.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,21.0,595.0,142.0,4.5,,3.5,,,,13228,Anna's BEST Birchermüesli Classic,,300.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,71.0,1422.0,335.0,23.0,,4.6,1.0,0.6,43.0,15337,Labeyrie Pain Spécial Foie Gras D'épices Finement Poivré,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,1.0,648.0,155.0,11.0,,13.0,,,,9764,10 Schweizer Wachtel-Eier aus Bodenhaltung,['Switzerland'],,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,53.9,2413.0,579.0,36.2,,8.8,0.31,24.1,53.6,15278,Kinder Überraschung,,75.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,22.0,613.0,146.0,5.0,2.5,2.0,0.0,2.5,0.5,15118,Pommes frites - Für Backofen und Fritteuse geeignet,,3000.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,66.0,1979.0,479.0,,,54.0,16.0,,,18113,,,300.0,g,,,50.0,,124.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,0.0,3370.0,819.0,91.0,0.0,0.0,0.0,65.0,0.0,10277,Migros Bio Griechisches Olivenöl,,,ml,,,5.0,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,,
184,,,,,,,,,,5423,Twinings Golden Caramel Rooibos,,37.5,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,4.0,110.0,26.0,0.0,1.5,1.5,0.1,,4.0,5540,COOP NATURAPLAN Passata di Pomodoro,,700.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,74.0,1540.0,,,3.0,12.0,,0.5,2.5,5700,coop Hartweizen-Teigwaren mit Zitronen,,250.0,g,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,16.0,440.0,103.0,2.8,0.5,3.5,0.1,1.7,15.0,13010,Migros aha Joghurt Mokka,,150.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,40.0,709.0,167.0,0.0,1.5,2.0,2.4,,38.0,13187,Migi's Barbecue Marinade,,290.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,58.0,1039.0,245.0,0.5,1.7,0.9,0.01,0.1,51.0,3167,Bonne Maman Kastanien mit Vanille,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,7.6,846.0,205.0,18.6,,1.9,,,,12151,Bruschetta mascarpone tomates artichauts,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,2.0,990.0,227.0,18.0,,17.0,,,,8242,Coop Qualité & Prix Mozzarella Stange,,300.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,5.0,3110.0,754.0,76.0,9.0,8.0,0.0,12.0,4.5,10909,Sun Queen Macadamianüsse,,150.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,50.0,2236.0,536.0,32.0,4.0,10.0,0.15,11.0,41.0,10962,Créa d'Or MANDELPLÄTZLI,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,50.1,1860.0,444.0,19.7,4.3,14.3,4.4,,11.0,5608,Maggi Quick Lunch Kartoffelstock mit Fleischkügeli,,51.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,47.6,2362.0,568.0,37.7,,7.0,0.1,22.1,32.6,18132,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,7.7,132.0,31.0,0.1,,0.1,,,,5962,Coice Cannabis Ice Tea,,,ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,,,,,,,,,,2330,Fisherman's Friend Cherry,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,,,,,,,,,,17993,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,,,,,,,,,,9582,Pata Negra Oro Tempranillo 2013,,750.0,ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,,,,,8.6,10.0,0.05,,43.0,20850,ALNAVIT Grünling Bio Superriegel,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,95.0,1620.0,388.0,0.0,0.0,0.0,,0.0,95.0,21485,Coop Ice Tea classic,,80.0,g,,,,0.06,,,113.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,,,,,,,,,,20853,Navarre Sucre En Poudre,,1000.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,23.0,613.0,146.0,3.5,3.0,4.0,0.15,2.5,21.0,14634,Frozen Yo Nature,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,11.0,226.0,53.0,0.5,0.8,0.8,1.5,,10.0,10383,CONDY Süss-sauer Gurkenscheiben mit Dill,,350.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,58.0,1010.0,238.0,0.0,,1.0,0.0,,57.0,3147,Ottiger Orangenmarmelade,,250.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,10.0,170.0,41.0,0.0,0.0,0.0,0.0,,10.0,12923,Migros Passaia mit Saft der Passionfrucht,,1500.0,ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,8.2,291.0,70.0,2.9,,2.2,0.28,0.5,1.3,14014,Hipp Spaghetti bolognese,,,g,,0.15,0.7,0.11,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,6.2,265.0,63.0,2.7,1.5,2.8,0.08,0.4,1.8,13939,Alnatura Gemüsereis mit Huhn,,,g,,,,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,12.0,2370.0,572.0,46.0,7.0,24.0,1.9,6.0,3.0,2362,ZWEIFEL PISTAZIEN Paprika,,100.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,1.0,961.0,231.0,17.0,,18.5,0.75,11.8,0.5,12580,Mozzarella 20 Mini,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,80.0,1370.0,328.0,0.0,0.0,0.5,,0.0,74.0,2995,Coop Qualite & Prix Waldhonig,,500.0,g,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,0.0,1640.0,395.0,31.0,,29.0,0.0,20.0,0.0,21717,Emmentaler Switzerland ,,316.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,10.5,180.0,42.0,0.0,0.0,0.5,0.03,0.0,10.5,21500,Cora Cola,,330.0,ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,89.0,1620.0,382.0,3.0,0.0,0.9,0.22,1.5,62.0,12908,Prima Mocca Gefüllte Bonbons mit Moccageschmack,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,48.0,1605.0,383.0,17.0,3.0,8.0,0.43,10.0,23.0,15224,maina PANETTONE Tiramisù Il Golosone,,750.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,,,,,,,,,,13826,Migros Perldor Classic Weisser Traubensaft,,750.0,ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,,,,,,,,,,11590,Migros Caruso Gusto Italiano Oro - Löslicher Kaffee,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,22.2,627.0,149.0,5.8,,1.8,,,,6822,Frisco Extrême Strawberry,,145.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,97.0,990.0,235.0,0.0,,0.0,0.0,0.0,0.0,15416,Ricola Mixed Berry,,50.0,g,,,,,,,60.0,,,,,,,,,,,96.0,,,,,,,,,,,,,,,,,
220,4.5,141.0,34.0,0.5,1.5,2.0,2.1,0.5,3.0,10364,Condy Mixed Pickles,,380.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,10.0,171.0,40.0,0.5,0.5,0.5,0.0,0.5,9.0,10728,Actilife Breakfast,,1000.0,ml,,,,,,,12.0,,,,,,,,1.8,,,,,,,,,,,,,,,,,,,,
222,,,,1.5,,,,,0.2,20852,KIKKOMAN Naturally brewed Soy Sauce,,100.0,ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,5.0,180.0,43.0,2.0,0.5,1.0,0.05,0.7,1.5,11596,Noblesse Café Au Lait,,,ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,10.0,270.0,63.0,1.2,,3.0,0.15,0.7,10.0,1900,Emmi : Caffè Latte : Cappuccino,['Schweiz'],230.0,ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,,,,,,,,,,21493,Nestlé Le Yaourt A La Grecque ,,150.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,,,,,,,,,,16041,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,,,,,,,,,,16082,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,11.9,522.0,125.0,6.4,0.0,4.1,0.04,3.7,11.8,6496,Nestlé JOGHURT NACH GRIECHISCHER ART VANILLE,,,g,,,,,,,,,,,,,,,,,,,0.0,0.0,3.8,8.0,,,,,,,,,,,,,
229,58.0,1140.0,273.0,0.5,10.0,3.0,0.05,0.0,47.0,3408,Coop naturaplan Feigen getrocknet,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,79.9,1655.0,391.0,3.6,3.4,8.0,0.3,0.6,0.9,11064,ALNATURA Reis Waffeln glutenfrei,,100.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,38.0,660.0,158.0,,1.0,0.5,,,37.0,3055,coop WeightWatchers ERDBEEREN,,305.0,g,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,,,,,,,,,,5980,RAMSEIER Suure Moscht,,1500.0,ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,,,,,,,,,,8926,Grey Goose Vodka,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,3.0,250.0,60.0,4.5,0.5,1.5,0.06,0.5,2.5,15640,Karma Bio Mandeldrink Natur,"['Paraguay', 'Argentina', 'Spain', 'Italy']",1000.0,ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,62.0,1072.0,257.0,0.8,2.3,1.0,0.01,0.01,49.0,3134,ST. DALFOUR Rhapsodie de Kastanien,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,8.0,104.0,32.0,0.5,0.0,0.0,0.1,0.0,8.0,1351,Bischofszell Ice Tea Zitrone,,1000.0,ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,,,,,,,,,,21819,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,13.0,377.0,90.0,2.5,0.5,3.5,0.05,0.5,10.0,12957,Migros Bio Soja Line Soyog Birchermüesli,,150.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,31.0,598.0,141.0,0.5,0.5,3.5,9.5,0.5,25.0,10128,Chop Stick Oyster Sauce,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,92.0,1635.0,390.0,0.0,0.0,5.0,0.0,0.0,92.0,16024,,,100.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,56.0,1736.0,414.0,18.0,0.3,7.0,0.6,4.0,25.0,16060,,,160.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,65.2,2046.0,488.0,21.8,,6.5,0.17,13.2,31.8,17979,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,49.4,1071.0,253.0,1.6,3.0,8.7,1.1,0.3,2.6,17997,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,,,,,,,,,,22121,Birra Moretti,,330.0,ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,23.8,2571.0,622.0,52.6,11.8,7.4,0.02,33.1,18.0,11389,Alnatura Sélection Cacao Noir,,50.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,0.0,1.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,12926,"M Budget Limonade mit Cola-Aroma,  coffeinhaltig",,,ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,78.0,1610.0,382.0,7.0,1.5,1.0,0.0,4.0,68.0,12808,Frey Dunkle Schokolade Mit Zuckerfondant-füllung,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,51.0,1062.0,250.0,0.7,2.0,9.0,1.0,0.5,2.0,13927,Migros Pita,,500.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,1.5,54.0,13.0,0.5,1.5,0.8,0.9,0.5,1.5,10029,M Classic Spargelspitzen,,205.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,67.7,1817.0,432.0,12.6,6.3,8.8,0.25,5.2,12.8,1277,ALNATURA : Dinkel Hafer Crunchy,['Germany'],375.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,40.0,1280.0,305.0,12.0,0.0,8.1,1.4,8.1,2.3,7499,Farmland Baguette pre baked with garlic butter,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,51.0,2310.0,555.0,35.0,2.0,8.0,0.25,20.0,49.0,15352,Frey Extra feine Milchscokolade,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,98.0,1670.0,392.0,0.1,,0.0,0.2,0.1,95.7,1878,Dawa : Caramelköpfli,['Schweiz'],208.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,2.5,827.0,198.0,12.0,,20.0,1.4,3.1,1.2,7105,Maître CoQ's CoQ'Ailes Mexicain,,250.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,,,,,,,,,,9121,FELDSCHLÖSSCHEN BRAUFRISCH,,500.0,ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,,,,,,,,,,13763,MIGROS De la région VINAIGRE DE POMME A LA RAISINÉE,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,0.5,785.0,188.0,10.0,0.0,24.0,0.88,2.0,0.5,1283,M Classic : Makrelenfilets,,90.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,20.0,1049.0,252.0,17.0,1.5,4.0,1.2,7.0,2.5,11959,M Classic Champignons-Chüechli,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259,,,,,,,,,,11620,100 % ARABICA EXQUISITO STÄRKEGRAD ,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260,,,,,,,,,,8775,Saint-Émilion Grand Cru Chateau Cadet-Piola 211,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
261,0.0,3404.0,828.0,92.0,,0.0,0.0,14.0,0.0,10224,Monini ie Mouello Olio Extra Vergine Di Oliva,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,2.5,192.0,46.0,3.3,0.6,1.0,0.5,0.5,2.2,5029,Alvalle Gazpacho Komkommer & Munt,,1000.0,ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263,14.0,2460.0,637.0,53.0,10.0,21.0,0.1,4.0,4.5,10936,M Classic Mandeln gestiftet,,200.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264,85.0,1627.0,383.0,0.8,3.5,7.3,0.32,0.1,0.5,11062,ALNATURA Mais Waffeln mit Salz,,110.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265,1.2,659.0,157.0,7.6,,21.0,0.8,1.0,,21087,Péche durable MSC PETIT NAVIRE émiett de colin d'Alaka,,110.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266,26.0,529.0,124.0,0.0,,0.2,0.05,0.0,26.0,13752,PONTI ACETAIA VIGNOLA ACETO BALSAMICO DI MODENA SIGILLO LIGNEO,,250.0,ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
267,28.0,740.0,177.0,3.5,1.5,7.0,1.0,1.5,0.5,6062,Betty Bossi Fiori spinaci e ricotta,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268,78.3,1478.0,348.0,0.7,0.7,6.8,0.0,0.2,0.2,2924,Riserva Gallo Risotto Carnaroli Reis ,,1000.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
269,69.0,1490.0,352.0,1.5,3.0,14.0,0.1,0.5,2.5,1755,M Classic Penne,['Schweiz'],500.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270,52.0,893.0,214.0,0.8,,0.5,0.03,0.01,50.2,3117,ST. DALFOUR Erdbeeren,,284.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
271,52.0,910.0,214.0,0.5,1.5,0.6,0.03,0.0,50.0,11458,FAVORIT les suisses,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272,22.7,891.0,212.0,8.2,1.7,11.1,1.1,3.4,1.6,7666,Marie Crousti moelleuse extrême,,50.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
273,55.0,1425.0,338.0,8.8,1.0,9.2,1.0,1.4,12.0,16065,,,480.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274,,,,,,,,,,16076,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
275,,,,,,,,,,16094,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,,,,,,,,,,16103,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
277,,,,,,,,,,16116,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
278,,,,,,,,,,16126,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
279,,,,,,,,,,16137,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280,10.0,270.0,63.0,0.9,0.5,3.5,0.1,0.5,10.0,16153,Choc Drink,,500.0,ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281,61.9,2184.0,522.0,27.2,1.3,6.9,0.21,15.9,49.3,2341,Nestle KitKat Singles,,152.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
282,4.6,82.0,19.0,0.5,,0.5,0.03,0.1,4.5,4920,Lipton Peach Ice Tea,,,ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,3.4,61.0,15.0,0.0,,0.0,0.0,0.0,3.4,20860,VALSER VIVA Mango,,250.0,ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
284,1.2,85.0,20.0,,,,0.03,,1.0,4896,Teisseire Raspberry & Cranberry,,,ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
285,,,,,,,,,,15762,Fisherman's friend cinnamon,,25.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
286,16.0,530.0,127.0,0.5,11.0,9.0,0.6,,2.5,3496,coop Qualité & Prix Mexican Mix,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287,98.0,1670.0,400.0,0.0,0.0,0.0,,0.0,98.0,5399,Coop Qualité & Prix Punch Orange,,,ml,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
288,1.3,1090.0,263.0,23.0,,13.0,,,,12200,MIGROS Kalbscipollata,,250.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
289,73.0,1241.0,292.0,0.0,0.0,0.0,0.15,0.0,55.0,15340,Gelée Adventszaber,,240.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
290,,,,,,,,,,11644,CAFE ROYAL SWITZERLAND VANILLA,,50.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
291,,,,,,,,,,21235,MIGROS  DINKELBROT mit Roggen & China,,500.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292,13.0,395.0,94.0,2.5,0.8,4.5,0.08,1.5,13.0,15755,Migros Jogurtpur Himbeer,,150.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
